"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"Hazy_Localization.txt:37","セーブデータ全消去","保存数据全部删除","option_btn_alldelete_savedata","False","","","
保存数据全部删除

保存数据全部删除"
"Hazy_Localization.txt:38","すべて反映","全部反映","option_btn_enter","False","","","
全部反映

全部反映"
"Hazy_Localization.txt:39","キャンセル","取消","option_cancel","False","","","
取消

取消"
"Hazy_Localization.txt:40","サウンド設定","声音设置","option_sound_title","False","","","
声音设置

声音设定"
"Hazy_Localization.txt:41","ＢＧＭ音量","BGM音量","option_sound_bgm","False","","","
BGM音量

背景音乐音量"
"Hazy_Localization.txt:42","ＳＥ音量","SE音量","option_sound_se","False","","","
SE音量

SE音量"
"Hazy_Localization.txt:43","ボイス音量","音量","option_sound_voice","False","","","
音量

声音音量"
"Hazy_Localization.txt:44","ゲーム設定","游戏设置","option_game_title","False","","","
游戏设置

游戏设定"
"Hazy_Localization.txt:45","言語設定","语言设置","option_game_language","False","","","
语言设置

语言设定"
"Hazy_Localization.txt:46","振動","振动","option_game_viblation","False","","","
振动

振动"
"Hazy_Localization.txt:47","メッセージスピード","信息速度","option_game_speed","False","","","
信息速度

信息速度"
"Hazy_Localization.txt:48","画面の明るさ","画面的亮度","option_game_brightness","False","","","
画面的亮度

屏幕亮度"
"Hazy_Localization.txt:49","右側の画像の形がギリギリわかる程度に 明るさを調整してください","请调整亮度，使右侧的图像的形状能清楚地看到","option_game_brightness_message","False","","","
请调整亮度，使右侧的图像的形状能清楚地看到

请调整亮度，直到你能看清右边图像的形状。"
"Hazy_Localization.txt:50","English","简体中文","option_game_language_button1","False","","","
简体中文

简体中文"
"Hazy_Localization.txt:51","日本語","日语","option_game_language_button2","False","","","
日语

日语学习"
"Hazy_Localization.txt:52","ON","ON","option_toggle_on","False","","",""
"Hazy_Localization.txt:53","OFF","OFF","option_toggle_off","False","","",""
"Hazy_Localization.txt:54","遅い","慢的","option_game_speed_low","False","","","
慢的

慢"
"Hazy_Localization.txt:55","普通","普通","option_game_speed_normal","False","","","
普通

普通"
"Hazy_Localization.txt:56","速い","快速","option_game_speed_fast","False","","","
快速

快"
"Hazy_Localization.txt:57","瞬時","瞬间","option_game_speed_moment","False","","","
瞬间

瞬间"
"Hazy_Localization.txt:58","暗い","黑暗","option_game_screen_dark","False","","","
黑暗

暗淡"
"Hazy_Localization.txt:59","やや暗い","有点暗","option_game_screen_littledark","False","","","
有点暗

微暗"
"Hazy_Localization.txt:60","普通","普通","option_game_screen_normal","False","","","
普通

普通"
"Hazy_Localization.txt:61","やや明るい","稍微亮一点","option_game_screen_littlebright","False","","","
稍微亮一点

有点亮"
"Hazy_Localization.txt:62","明るい","明亮","option_game_screen_bright","False","","","
明亮

明亮"
"Hazy_Localization.txt:63","ビデオ設定","视频设置","option_video_title","False","","","
视频设置

视频设置"
"Hazy_Localization.txt:64","描画解像度","绘图分辨率","option_video_render_resolution","False","","","
绘图分辨率

绘制分辨率"
"Hazy_Localization.txt:65","アンチエイリアス","抗锯齿","option_video_antialiasing","False","","","
抗锯齿

反锯齿"
"Hazy_Localization.txt:66","ポストエフェクト","后期特效","option_video_post_effect","False","","","
后期特效

后效应"
"Hazy_Localization.txt:67","低解像度","低分辨率","low_resolution","False","","","
低分辨率

低分辨率"
"Hazy_Localization.txt:68","標準","标准","standard","False","","","
标准

标准"
"Hazy_Localization.txt:69","高解像度","高分辨率","hi_resolution","False","","","
高分辨率

高分辨率"
"Hazy_Localization.txt:70","低","低","low","False","","","
低

低"
"Hazy_Localization.txt:71","高","高","high","False","","","
高

高"
"Hazy_Localization.txt:72","描画負荷設定","绘图负荷设定","option_video_render_load","False","","","
绘图负荷设定

绘图负载设置"
"Hazy_Localization.txt:73","低負荷","低负载","low_load","False","","","
低负载

低負荷"
"Hazy_Localization.txt:74","やや低負荷","稍微低负荷","slightly_low_load","False","","","
稍微低负荷

略低的负荷"
"Hazy_Localization.txt:75","画面解像度","画面分辨率","option_video_screen_resolution","False","","","
画面分辨率

屏幕分辨率"
"Hazy_Localization.txt:76","画面モード","画面模式","option_video_screen_mode","False","","","
画面模式

画面模式"
"Hazy_Localization.txt:77","ウインドウ","窗口","option_video_window","False","","","
窗口

窗口"
"Hazy_Localization.txt:78","ボーダーレス","无边框","option_video_borderless","False","","","
无边框

无国界"
"Hazy_Localization.txt:79","フルスクリーン","全屏","option_video_full_screen","False","","","
全屏

全面屏幕"
"Hazy_Localization.txt:80","1280×720","1280×720","option_video_1","False","","","
1280×720

1280×720"
"Hazy_Localization.txt:81","1366×768","1366×768","option_video_2","False","","","
1366×768

1366×768"
"Hazy_Localization.txt:82","1600×900","1600×900","option_video_3","False","","","
1600×900

1600×900"
"Hazy_Localization.txt:83","1920×1080","1920×1080","option_video_4","False","","","
1920×1080

1920×1080"
"Hazy_Localization.txt:84","コントロール設定","控制器设置","option_controller_title","False","","","
控件设置

控制设定"
"Hazy_Localization.txt:85","コントローラー持ち方","拿控制器的方法","option_controller_hold","False","","","
拿控制器的方法

控制器持法"
"Hazy_Localization.txt:86","視点操作(上下)","视点操作（上下）","option_controller_view1","False","","","
视点操作（上下）

视点操作（上下）"
"Hazy_Localization.txt:87","視点操作(左右)","视点操作（左右）","option_controller_view2","False","","","
视点操作（左右）

视点操作（左右）"
"Hazy_Localization.txt:88","決定ボタンの設定","确定按钮的设定","option_controller_button","False","","","
确定按钮的设定

设置确定按钮"
"Hazy_Localization.txt:89","通常","正常","normal","False","","","
正常

通常"
"Hazy_Localization.txt:90","上下反転","上下翻转","option_controller_flip_ud","False","","","
上下翻转

垂直翻转"
"Hazy_Localization.txt:91","左右反転","左右反转","option_controller_flip_lr","False","","","
左右反转

水平翻转"
"Hazy_Localization.txt:92","変更","更改","change","False","","","
更改

变更"
"Hazy_Localization.txt:93","決定／キャンセルボタンの割り当てを変更します。<br>","更改决定／取消按钮的分配。<br>","option_controller_message","False","","","
更改决定/取消按钮的分配。<br>

更改“确定”>“取消”按钮的分配。<br>"
"Hazy_Localization.txt:94","決定","决定","keyconfig_enter","False","","","
决定

确定"
"Hazy_Localization.txt:95","選択:上","选择：上","keyconfig_select_up","False","","","
选择：上

选择：顶部"
"Hazy_Localization.txt:96","選択:下","选择：下","keyconfig_select_down","False","","","
选择：下

选择：下"
"Hazy_Localization.txt:97","選択:左","选择：左","keyconfig_select_left","False","","","
选择：左

选择：左"
"Hazy_Localization.txt:98","選択:右","选择：右","keyconfig_select_right","False","","","
选择：右

选择：右"
"Hazy_Localization.txt:99","カーソル:上","光标：上","keyconfig_camera_up","False","","","
光标：上

光标：上"
"Hazy_Localization.txt:100","カーソル:下","光标：下","keyconfig_camera_down","False","","","
光标：下

光标：向下"
"Hazy_Localization.txt:101","カーソル:左","光标：左","keyconfig_camera_left","False","","","
光标：左

光标：左"
"Hazy_Localization.txt:102","カーソル:右","光标：右","keyconfig_camera_right","False","","","
光标：右

光标：向右"
"Hazy_Localization.txt:103","呪詛行使","行使诅咒","keyconfig_skill","False","","","
行使诅咒

行使咒语"
"Hazy_Localization.txt:104","メニュー","菜单","keyconfig_menu","False","","","
菜单

菜单"
"Hazy_Localization.txt:105","AUTO","AUTO","keyconfig_auto","False","","",""
"Hazy_Localization.txt:106","キーボード操作のキーコンフィグ","键盘操作键配置","keyconfig_title","False","","","
键盘操作键配置

键盘操作的按键组合"
"Hazy_Localization.txt:107","入力したキーは使用できません。","输入的键不能使用。","keyconfig_conflict","False","","","
输入的键不能使用。

输入的密钥不可用。"
"Hazy_Localization.txt:108","設定するキーを入力してください。<br>（ESC でキャンセル）","请输入要设置的键。<br>（ESC取消）","keyconfig_dialog_title","False","","","
请输入要设置的键。<br>（ESC取消）

请输入设定键。<br>（ESC取消）"
"Hazy_Localization.txt:109","Now Loading...","Now Loading...","nowloading","False","","",""
"Hazy_Localization.txt:110","設定を変更せずに 終了いたしますか？","不更改设置就结束吗？","option_return_msg","False","","","
不更改设置就结束吗？

不变更设定就结束吗？"
"Hazy_Localization.txt:111","更新ページを開く","打开更新页面","msgbox_open_update_page","False","","","
打开更新页面

打开更新页"
"Hazy_Localization.txt:112","セーブして ゲームを終了いたします。
よろしいですか？","保存结束游戏。
可以吗？","msgbox_game_end","False","","","
保存结束游戏。  
可以吗？

保存后游戏结束。  
可以吗？"
"Hazy_Localization.txt:113","表示中のタブの設定を<br>初期状態に戻しますか？","要将显示中的标签设置<br>恢复到初始状态吗？","msgbox_init_option_settings","False","","","
<br>要将显示中的标签设置恢复到初始状态吗？

<br>是否将显示中的标签设置还原为初始状态？"
"Hazy_Localization.txt:114","ゲームスタート","游戏开始","game_title_game_start","False","","","
游戏开始

游戏开始"
"Hazy_Localization.txt:115","©2023 SQUARE ENIX CO., LTD. All Rights Reserved.","<size=50%>Translated by Xzonn and his friends<br><br><size=100%>©2023 SQUARE ENIX CO., LTD. All Rights Reserved.","copywriter","False","","","
©2023 SQUARE ENIX CO.， LTD. All Rights Reserved.

©2023 SQUARE ENIX CO.， LTD. All Rights Reserved。"
"Hazy_Localization.txt:116","全てのデータが消去されます。
本当によろしいですか？<br>","所有数据都将被清除。
真的可以吗？<br>","option_alldel_btn_message","False","","","
所有数据都将被清除。  
真的可以吗？<br>

所有数据都会被删除。  
真的可以吗？<br>"
"Hazy_Localization.txt:117","ストーリーチャートに 戻ります。よろしいですか？
[c3]※まだ終了していないチャプターの場合は
また最初からやり直しになります。","回到故事图表。可以吗？
[c3]※如果是还没有结束的章节的话
又要从头再来。","menu_storychart_message","False","","","
回到故事图表。可以吗？  
[c3]※如果是还没有结束的章节的话  
又要从头再来。

返回到故事图表。可以吗？  
[c3]※还没有结束的章节的情况下  
从最开始又要重新做了。"
"Hazy_Localization.txt:118","タイトルへ戻る","返回标题","menu_btn_title","False","","","
返回标题

回到标题"
"Hazy_Localization.txt:119","セーブして タイトル画面に戻ります。
よろしいですか？","保存后回到标题画面。
可以吗？","menu_title_message","False","","","
保存后回到标题画面。  
可以吗？

保存并返回标题画面。  
可以吗？"
"Hazy_Localization.txt:120","ゲームを終了いたしますか？","要结束游戏吗？","title_exit_dialog","False","","","
要结束游戏吗？

游戏结束吗？"
"Hazy_Localization.txt:121","演出をスキップいたしますか？","要跳过演出吗？","cancel_scroll_message","False","","","
要跳过演出吗？

跳过演出吗？"
"Hazy_Localization.txt:122","【{0}】","【{0}】","option_keyconfig_subtitle","False","","","
{0}】

【{0}】"
"Hazy_Localization.txt:123","PARANORMASIGHT","灵异视界","ac01_title","False","","",""
"Hazy_Localization.txt:124","すべての実績を獲得する","取得全部成就","ac01_detail","False","","","
取得全部业绩

取得全部实绩"
"Hazy_Localization.txt:125","東京なめどり連合","东京反舌鸟联合","ac02_title","False","","","
东京斜交联合

东京三角联盟"
"Hazy_Localization.txt:126","なめどりシールをコンプリートした","完成了反舌鸟贴纸","ac02_detail","False","","","
完美地制作了舔舐贴纸

完成倾斜密封"
"Hazy_Localization.txt:127","本所事変完全掌握","完全掌握本所事变","ac03_title","False","","","
完全掌握本所事变

完全掌握本所事变"
"Hazy_Localization.txt:128","ストーリーをコンプリートした","完成了故事","ac03_detail","False","","","
把故事完整了

完成故事"
"Hazy_Localization.txt:129","本所の人脈通","本所的人脉通","ac04_title","False","","","
本所的人脉通

本所の人脈通"
"Hazy_Localization.txt:130","人物リストをコンプリートした","完成了人物列表","ac04_detail","False","","","
完成人物列表

完整地列出了人物列表"
"Hazy_Localization.txt:131","本所の情報屋","本所的情报屋","ac05_title","False","","","
本所的情报贩子

本所的情报店"
"Hazy_Localization.txt:132","資料をコンプリートした","完成了资料","ac05_detail","False","","","
整理了资料

资料完成了"
"Hazy_Localization.txt:133","本所七不思議制覇","本所七大不可思议称霸","ac06_title","False","","","
本所七大不可思议称霸

本所七大不可思议称霸"
"Hazy_Localization.txt:134","呪影をコンプリートした","完成了咒影","ac06_detail","False","","","
完整了咒影

完成咒影"
"Hazy_Localization.txt:135","なめどりエキスパート","反舌鸟专家","ac07_title","False","","","
斜度专家

舔舐专家"
"Hazy_Localization.txt:136","なめどりシールを１５種類獲得した","获得了１５种反舌鸟贴纸","ac07_detail","False","","","
获得了15种舔舐贴纸。

获得了15种斜向密封"
"Hazy_Localization.txt:137","責務完遂","完成职责","ac08_title","False","","","
完成职责

完成职责"
"Hazy_Localization.txt:138","興家彰吾のエンディングを迎えた","迎来了兴家彰吾的结局","ac08_detail","False","","","
迎来了兴家彰吾的结局

迎来了兴家彰吾的结局"
"Hazy_Localization.txt:139","なめどりコレクター","反舌鸟收集家","ac09_title","False","","","
倾斜收集器

收藏爱好者"
"Hazy_Localization.txt:140","なめどりシールを１０種類獲得した","获得了１０种反舌鸟贴纸","ac09_detail","False","","","
获得了10种舔舐贴纸。

获得了10种斜向密封"
"Hazy_Localization.txt:141","真夜中の恐怖","半夜的恐怖","ac10_title","False","","","
半夜的恐怖

深夜的恐惧"
"Hazy_Localization.txt:142","真夜中にゲームをプレイする","半夜玩游戏","ac10_detail","False","","","
半夜玩游戏

半夜玩游戏"
"Hazy_Localization.txt:143","ベテラン探究者","资深探究者","ac11_title","False","","","
资深探究者

老练的探究者"
"Hazy_Localization.txt:144","プレイ時間が１０時間に達した","游戏时间达到１０小时","ac11_detail","False","","","
游戏时间达到10小时

玩了十个小时"
"Hazy_Localization.txt:145","脱三日坊主","脱离三分钟热度","ac12_title","False","","","
脱三分钟热度

三天打鱼两天晒网"
"Hazy_Localization.txt:146","３日後にゲームをプレイする","３天后玩游戏","ac12_detail","False","","","
三天后玩游戏

三天后玩游戏"
"Hazy_Localization.txt:147","志岐間春恵の伝説","志岐间春惠的传说","ac13_title","False","","","
志岐间春惠的传说

志岐间春惠的传说"
"Hazy_Localization.txt:148","志岐間春恵のエンディングを迎えた","迎来了志岐间春惠的结局","ac13_detail","False","","","
迎来了志岐间春惠的结局

迎来了志岐间春惠的结局"
"Hazy_Localization.txt:149","襟尾純の選択","襟尾纯的选择","ac14_title","False","","","
襟尾纯的选择

选择襟尾纯"
"Hazy_Localization.txt:150","津詰徹生のエンディングを迎えた","迎来了津诘彻生的结局","ac14_detail","False","","","
迎来了津诘彻生的结局

迎来了津诘彻生的结局"
"Hazy_Localization.txt:151","白石美智代の怨讐","白石美智代的怨恨","ac15_title","False","","","
白石美智代的怨恨

白石美智代的恩怨"
"Hazy_Localization.txt:152","逆崎約子のエンディングを迎えた","迎来了逆崎约子的结局","ac15_detail","False","","","
迎来了逆崎约子的结局

迎来了逆崎约子的结局"
"Hazy_Localization.txt:153","根島史周の追慕","根岛史周的追悼","ac16_title","False","","","
根岛史周的追悼

根岛史周的追悼"
"Hazy_Localization.txt:154","葦宮バッドエンドを迎えた","迎来了苇宫坏结局","ac16_detail","False","","","
苇宫迎来了坏结局

迎来了苇宫的结局"
"Hazy_Localization.txt:155","灯野あやめの本懐","灯野菖蒲的真心话","ac17_title","False","","","
灯野菖蒲的真心话

灯野菖蒲的初衷"
"Hazy_Localization.txt:156","あやめバッドエンドを迎えた","迎来了菖蒲坏结局","ac17_detail","False","","","
迎来了坏结局

迎来了第三个坏结局"
"Hazy_Localization.txt:157","なめどりビギナー","反舌鸟初学者","ac18_title","False","","","
舔舐初学者

斜齿轮"
"Hazy_Localization.txt:158","なめどりシールを５種類獲得した","获得了５种反舌鸟贴纸","ac18_detail","False","","","
获得了五种舔舐贴纸。

获得了5种斜纹贴纸"
"Hazy_Localization.txt:159","ヒヨっ子なめどり","雏鸟反舌鸟","ac19_title","False","","","
舔小鸡

小白脸小白脸"
"Hazy_Localization.txt:160","なめどりシールを１種類獲得した","获得了１种反舌鸟贴纸","ac19_detail","False","","","
获得了一种斜向密封

获得了一种舔舐贴纸"
"Hazy_Localization.txt:161","殺したのは誰？","是谁杀的？","ac20_title","False","","","
是谁杀的？

是谁杀的？"
"Hazy_Localization.txt:162","案内人の質問に正解する","正确回答向导的问题","ac20_detail","False","","","
正确回答向导的问题

答对向导的提问"
"Hazy_Localization.txt:163","蘇りの秘術","重生的秘术","ac21_title","False","","","
重生的秘术

重生的秘术"
"Hazy_Localization.txt:164","序章をクリアした","完成了序章","ac21_detail","False","","","
完成了序章

完成序章"
"Hazy_Localization.txt:165","志岐間春恵の願い","志岐间春惠的愿望","ac22_title","False","","","
志岐间春惠的愿望

志岐间春惠的愿望"
"Hazy_Localization.txt:166","１章志岐間篇をクリアした","完成了第１章志岐间篇","ac22_detail","False","","","
1章志岐间篇通关了

第1章志岐间篇通关"
"Hazy_Localization.txt:167","津詰徹生の捜査","津诘彻生的搜查","ac23_title","False","","","
津诘彻生的搜查

津诘彻生的搜查"
"Hazy_Localization.txt:168","１章津詰篇をクリアした","完成了第１章津诘篇","ac23_detail","False","","","
1章津诘篇通关

读完了第一章诘篇"
"Hazy_Localization.txt:169","逆崎約子の友情","逆崎约子的友情","ac24_title","False","","","
逆崎约子的友情

逆崎約子の友情"
"Hazy_Localization.txt:170","１章逆崎篇をクリアした","完成了第１章逆崎篇","ac24_detail","False","","","
第1章反崎篇通关

完成了第1章逆崎篇"
"Hazy_Localization.txt:171","志岐間春恵の覚悟","志岐间春惠的觉悟","ac25_title","False","","","
志岐间春惠的觉悟

志岐間春恵の覚悟"
"Hazy_Localization.txt:172","２章志岐間篇をクリアした","完成了第２章志岐间篇","ac25_detail","False","","","
2章志岐间篇通关了

第2章志岐间篇通关"
"Hazy_Localization.txt:173","津詰徹生の後悔","津诘彻生的后悔","ac26_title","False","","","
津诘彻生的后悔

津詰徹生の後悔"
"Hazy_Localization.txt:174","２章津詰篇をクリアした","完成了第２章津诘篇","ac26_detail","False","","","
完成第2章津诘篇

读完了第二章诘篇"
"Hazy_Localization.txt:175","逆崎約子の正義","逆崎约子的正义","ac27_title","False","","","
逆崎约子的正义

逆崎约子的正义"
"Hazy_Localization.txt:176","２章逆崎篇をクリアした","完成了第２章逆崎篇","ac27_detail","False","","","
第2章反崎篇通关

完成了第2章逆崎篇"
"Hazy_Localization.txt:177","蝶澤麻由の脱出","蝶泽麻由的逃脱","ac28_title","False","","","
蝶泽麻由的逃脱

蝶泽麻由的逃脱"
"Hazy_Localization.txt:178","２章蝶澤篇をクリアした","完成了第２章蝶泽篇","ac28_detail","False","","","
第2章蝶泽篇通关

完成了第2章蝶泽篇"
"Hazy_Localization.txt:179","興家彰吾の油断","兴家彰吾的疏忽","ac29_title","False","","","
兴家彰吾的疏忽大意

兴家彰吾的疏忽大意"
"Hazy_Localization.txt:180","興家彰吾が死亡した","兴家彰吾死亡","ac29_detail","False","","","
兴家彰吾死了

兴家彰吾死了"
"Hazy_Localization.txt:181","消えずの興家彰吾","不灭的兴家彰吾","ac30_title","False","","","
不灭的兴家彰吾

永不消失的兴家彰吾"
"Hazy_Localization.txt:182","興家彰吾が死亡した","兴家彰吾死亡","ac30_detail","False","","","
兴家彰吾死了

兴家彰吾死了"
"Hazy_Localization.txt:183","足洗い興家彰吾","洗脚兴家彰吾","ac31_title","False","","","
洗脚兴家彰吾

兴家彰吾洗脚"
"Hazy_Localization.txt:184","興家彰吾が死亡した","兴家彰吾死亡","ac31_detail","False","","","
兴家彰吾死了

兴家彰吾死了"
"Hazy_Localization.txt:185","送り興家彰吾","送行兴家彰吾","ac32_title","False","","","
送兴家彰吾

送兴家彰吾"
"Hazy_Localization.txt:186","興家彰吾が死亡した","兴家彰吾死亡","ac32_detail","False","","","
兴家彰吾死了

兴家彰吾死了"
"Hazy_Localization.txt:187","足洗い津詰徹生","足洗津诘彻生","ac33_title","False","","","
洗脚津诘彻生

津诘彻生"
"Hazy_Localization.txt:188","津詰徹生が死亡した","津诘彻生死亡","ac33_detail","False","","","
津诘彻生死亡

津诘彻生死了"
"Hazy_Localization.txt:189","片葉の逆崎約子","片叶的逆崎约子","ac34_title","False","","","
片叶的逆崎约子

片叶逆崎约子"
"Hazy_Localization.txt:190","逆崎約子が死亡した","逆崎约子死亡","ac34_detail","False","","","
逆崎约子死了

逆崎约子死亡了"
"Hazy_Localization.txt:191","消えずの逆崎約子","不消失的逆崎约子","ac35_title","False","","","
不消失的逆崎约子

没有消失的逆崎约子"
"Hazy_Localization.txt:192","逆崎約子が死亡した","逆崎约子死亡","ac35_detail","False","","","
逆崎约子死了

逆崎约子死亡了"
"Hazy_Localization.txt:193","AUTO切り替え(ボタン表示時)","AUTO切换（显示按钮时）","operation_auto","False","","","
AUTO切换（显示按钮时）

自动切换（按钮显示时）"
"Hazy_Localization.txt:194","視点拡大","放大视点","operation_expansion","False","","","
放大视点

扩大视角"
"Hazy_Localization.txt:195","視点縮小","缩小视点","operation_shrink","False","","","
缩小视点

缩小视角"
"Hazy_Localization.txt:196","カーソル移動","光标移动","operation_cursor_move","False","","","
光标移动

移动光标"
"Hazy_Localization.txt:197","項目選択","选择项目","operation_item_select","False","","","
选择项目

项目选择"
"Hazy_Localization.txt:198","視点移動/","视点移动/","operation_perspective_move","False","","","
视点移动/

视点移动/"
"Hazy_Localization.txt:199","スクロール","滚动","operation_scroll","False","","","
滚动

滚动"
"Hazy_Localization.txt:200","視点拡大/縮小","放大/缩小视点","operation_scaling","False","","","
放大/缩小视点

视点扩大/缩小"
"Hazy_Localization.txt:201","タッチスクリーンでも操作可能<br>(視点移動は2本指でスワイプ)","触摸屏也可以操作<br>（视点移动用两根手指滑动）","operation_screen","False","","","
触摸屏也可以操作<br>（视点移动用两根手指滑动）

也可以用触摸屏操作<br>（用两根手指滑动视角）"
"Hazy_Localization.txt:202","？？？","？？？","documentlist_disable_title","False","","","
？？？

？？？"
"Hazy_Localization.txt:203","？？？","？？？","save_charaname_unknown","False","","","
？？？

？？？"
"Hazy_Localization.txt:204","興家 彰吾","兴家彰吾","txid_chr01_st","False","","","
兴家彰吾

兴家彰吾"
"Hazy_Localization.txt:205","福永 葉子","福永叶子","txid_chr02_st","False","","","
福永叶子

福永叶子"
"Hazy_Localization.txt:206","志岐間 春恵","志岐间春惠","txid_chr03_st","False","","","
志岐间春惠

志岐间春惠"
"Hazy_Localization.txt:207","櫂 利飛太","棹利飞太","txid_chr04_st","False","","","
棹利飞太

棹利飞太"
"Hazy_Localization.txt:208","津詰 徹生","津诘彻生","txid_chr05_st","False","","","
津诘彻生

津诘彻生"
"Hazy_Localization.txt:209","襟尾 純","襟尾纯","txid_chr06_st","False","","","
襟尾纯

襟尾纯"
"Hazy_Localization.txt:210","吉見 肇","吉见肇","txid_chr07_st","False","","","
吉见肇

吉见肇"
"Hazy_Localization.txt:211","黒鈴 ミヲ","黑铃美绪","txid_chr08_st","False","","","
黑铃美绪

黑铃身"
"Hazy_Localization.txt:212","逆崎 約子","逆崎约子","txid_chr09_st","False","","","
逆崎约子

逆崎约子"
"Hazy_Localization.txt:213","白石 美智代","白石美智代","txid_chr10_st","False","","","
白石美智代

白石美智代"
"Hazy_Localization.txt:214","奥田 瞳","奥田瞳","txid_chr11_st","False","","","
奥田瞳

奥田瞳"
"Hazy_Localization.txt:215","城之内 耕兵","城之内耕兵","txid_chr12_st","False","","","
城之内耕兵

城之内耕兵"
"Hazy_Localization.txt:216","葦宮 誠","苇宫诚","txid_chr13_st","False","","","
苇宫诚

苇宫诚"
"Hazy_Localization.txt:217","蝶澤 麻由","蝶泽麻由","txid_chr14_st","False","","","
蝶泽麻由

蝶泽麻由"
"Hazy_Localization.txt:218","並垣 祐太郎","并垣佑太郎","txid_chr15_st","False","","","
并垣佑太郎

并垣佑太郎"
"Hazy_Localization.txt:219","灯野 あやめ","灯野菖蒲","txid_chr16_st","False","","","
灯野菖蒲

灯野菖蒲"
"Hazy_Localization.txt:220","新石 英樹","新石英树","txid_chr17_st","False","","","
新石英树

新石英树"
"Hazy_Localization.txt:221","山森 ナツヱ","山森夏江","txid_chr18_st","False","","","
山森夏江

山森小卫"
"Hazy_Localization.txt:222","弓岡 巧己","弓冈巧己","txid_chr19_st","False","","","
弓冈巧己

弓冈巧己"
"Hazy_Localization.txt:223","岩井 官吉郎","岩井官吉郎","txid_chr20_st","False","","","
岩井官吉郎

岩井官吉郎"
